"","index","semester","type","course","pre_post","si1","si2","si3","si4","si5","science_id_ave","cm1","cm2","cm3","cm4","cm5","career_mot_ave","im1","im2","im3","im4","im5","intrinsic_mot_ave","sd1","sd2","sd3","sd4","sd5","self_determition_ave","se1","se2","se3","se4","se5","self_efficacy_ave","gm1","gm2","gm3","gm4","gm5","grade_mot_ave","overall_sci_mot","sci_comp1","sci_comp2","sci_comp3","sci_comp4","sci_competancy_ave","per_comm_orient1","per_comm_orient2","per_comm_orient3","per_comm_orient4","persol_comm_orient_ave","sci_comm_orient1","sci_comm_orient2","sci_comm_orient3","sci_comm_orient4","sci_comm_orient_ave","resilience1","resilience2","resilience3","resilience4","resilience_ave","major","career","gender","ethnicity","parents_grad_college","dependents","med_condition","med_condition_dependent"
"215",215,"Fall 2021","Major","BIOL1610","Pre",1,2,1,1,1,1.2,4,4,4,2,3,3.4,3,3,1,2,3,2.4,2,4,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3.8,3.32,3,2,4,3,3,5,5,5,4,4.75,3,3,3,3,3,NA,NA,NA,NA,NA,"Computer_sci",NA,"male","pacific_islander","Yes",0,"No","No"
"216",216,"Spring 2022","Non-Major","BIOL1010","Pre",4,3,2,1,3,2.6,4,5,5,5,4,4.6,5,4,5,3,4,4.2,4,3,4,3,3,3.4,3,4,3,3,3,3.2,5,5,5,5,5,5,4.08,2,2,3,3,2.5,5,6,6,7,6,5,5,6,6,5.5,NA,NA,NA,NA,NA,"Non_STEM","educator","female","white","No",1,"No","No"
"217",217,"Summer 2021","Major","BIOL1610","Pre",4,5,4,5,3,4.2,5,5,5,5,5,5,5,5,5,4,5,4.8,5,5,5,5,4,4.8,5,5,4,5,5,4.8,5,5,5,5,3,4.6,4.8,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,4,5,5,4,4.5,"Health_sci","health_care_pro","female","white","Yes",1,"No","No"
"218",218,"Spring 2022","Non-Major","BIOL1010","Pre",4,4,4,3,4,3.8,4,4,4,4,5,4.2,5,5,5,3,5,4.6,3,3,4,3,3,3.2,5,5,3,3,4,4,5,5,5,5,4,4.8,4.16,3,3,3,3,3,3,5,5,5,4.5,3,4,4,4,3.75,NA,NA,NA,NA,NA,"Other","educator","female","latinx","No",0,"No","No"
"219",219,"Spring 2022","Non-Major","BIOL1010","Pre",3,4,3,4,3,3.4,3,3,4,4,4,3.6,5,5,4,5,5,4.8,5,5,5,4,4,4.6,5,5,4,4,5,4.6,5,5,5,5,4,4.8,4.48,3,2,2,1,2,5,6,6,6,5.75,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"female","white","Yes",0,"No","Yes"
"220",220,"Fall 2021","Major","BIOL1610","Pre",4,4,3,3,3,3.4,4,5,5,5,5,4.8,4,4,4,4,4,4,4,4,2,3,3,3.2,3,3,3,3,3,3,5,5,5,5,5,5,4,4,3,3,4,3.5,5,6,6,6,5.75,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"Yes","No"
"221",221,"Spring 2022","Non-Major","BIOL1010","Pre",4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4.6,4.88,4,4,4,5,4.25,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,"Other",NA,"female","white","Yes",0,"No","No"
"222",222,"Fall 2021","Major","BIOL1610","Pre",4,5,5,5,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4.2,4,5,4,5,5,4.6,5,5,5,5,5,5,4.76,4,3,5,5,4.25,5,4,6,5,5,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"female","white","Yes",0,"Yes","No"
"223",223,"Fall 2021","Major","BIOL1610","Pre",3,4,4,5,4,4,5,5,5,5,5,5,5,5,5,3,4,4.4,4,5,4,5,5,4.6,5,5,5,5,5,5,5,5,5,5,5,5,4.8,5,4,4,3,4,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","medical_doctor","female","biracial","No",0,"No","No"
"224",224,"Fall 2021","Major","BIOL1610","Pre",4,5,4,4,3,4,4,4,4,4,4,4,5,5,5,4,4,4.6,3,2,4,3,3,3,3,4,4,4,4,3.8,5,5,5,5,4,4.8,4.04,3,2,2,4,2.75,6,5,6,5,5.5,5,4,3,5,4.25,NA,NA,NA,NA,NA,"Biology","medical_doctor","female","white","Yes",0,"No","No"
"225",225,"Fall 2021","Major","BIOL1610","Pre",5,4,5,4,4,4.4,5,5,5,4,4,4.6,4,4,4,4,4,4,3,2,4,2,2,2.6,4,4,4,4,3,3.8,5,5,5,5,5,5,4,3,2,2,2,2.25,5,4,5,4,4.5,5,5,5,5,5,NA,NA,NA,NA,NA,"Biology",NA,"female","white","Yes",0,"No","No"
"226",226,"Fall 2021","Major","BIOL1610","Pre",1,2,1,2,2,1.6,4,5,4,4,5,4.4,3,3,3,4,2,3,2,3,3,2,3,2.6,4,4,4,4,4,4,5,5,5,5,3,4.6,3.72,3,2,2,3,2.5,5,5,6,4,5,5,5,6,5,5.25,NA,NA,NA,NA,NA,"Health_sci","dentist","female","white","Yes",0,"No","No"
"227",227,"Fall 2021","Major","BIOL1610","Pre",4,4,2,2,3,3,4,4,4,4,3,3.8,5,4,4,4,5,4.4,5,4,4,4,3,4,4,5,5,5,5,4.8,5,5,5,5,4,4.8,4.36,4,3,3,3,3.25,6,5,6,4,5.25,6,6,6,6,6,NA,NA,NA,NA,NA,"Non_STEM","non_stem","female","white","Yes",0,"No","No"
"228",228,"Fall 2021","Major","BIOL1610","Pre",4,4,1,2,3,2.8,5,5,5,5,5,5,5,4,4,5,5,4.6,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4.72,4,3,3,4,3.5,5,5,6,6,5.5,5,6,6,6,5.75,NA,NA,NA,NA,NA,"Biology","medical_doctor","female","white","Yes",0,"No","No"
"229",229,"Fall 2021","Major","BIOL1610","Pre",2,2,2,2,2,2,4,4,4,3,3,3.6,3,2,3,3,2,2.6,2,5,5,4,4,4,2,3,3,3,4,3,5,5,5,5,3,4.6,3.56,3,2,2,1,2,3,3,4,5,3.75,3,3,3,3,3,NA,NA,NA,NA,NA,"Other",NA,"male","latinx","Yes",0,"No","No"
"230",230,"Fall 2021","Major","BIOL1610","Pre",2,1,1,1,3,1.6,4,4,4,4,4,4,1,1,3,2,1,1.6,2,2,2,2,2,2,3,1,3,2,3,2.4,3,3,4,5,3,3.6,2.72,1,1,1,1,1,6,6,6,6,6,1,1,1,1,1,NA,NA,NA,NA,NA,"Other","educator","female","white","Yes",0,"No","No"
"231",231,"Fall 2021","Major","BIOL1610","Pre",4,5,4,4,3,4,3,5,5,4,5,4.4,5,5,5,4,5,4.8,3,2,3,4,2,2.8,3,4,3,4,4,3.6,5,5,5,5,3,4.6,4.04,3,4,3,4,3.5,5,5,6,5,5.25,5,5,4,5,4.75,NA,NA,NA,NA,NA,"Biology",NA,"female","white","Yes",0,"No","No"
"232",232,"Fall 2021","Major","BIOL1610","Pre",2,3,2,4,2,2.6,2,2,2,1,2,1.8,3,2,3,3,4,3,2,2,2,2,2,2,4,2,3,3,2,2.8,1,1,1,1,4,1.6,2.24,3,2,2,1,2,4,5,5,5,4.75,4,5,4,5,4.5,NA,NA,NA,NA,NA,"Computer_sci",NA,"male","biracial","Yes",0,NA,NA
"233",233,"Spring 2022","Non-Major","BIOL1010","Pre",2,3,3,2,1,2.2,5,3,4,1,1,2.8,5,5,4,3,5,4.4,4,2,4,3,4,3.4,2,3,4,4,4,3.4,5,4,3,5,4,4.2,3.64,5,4,5,3,4.25,4,5,6,6,5.25,5,6,5,6,5.5,NA,NA,NA,NA,NA,"Other",NA,"male","latinx","Yes",0,"Yes","No"
"234",234,"Fall 2021","Non-Major","BIOL1010","Pre",2,2,2,2,2,2,4,4,4,4,3,3.8,5,5,3,4,4,4.2,3,3,3,3,4,3.2,4,5,4,5,5,4.6,5,5,5,5,5,5,4.16,3,1,1,4,2.25,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,"Other",NA,"male","white","No",4,"No","No"
"235",235,"Fall 2021","Major","BIOL1610","Pre",2,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3.8,4,4,4,4,4,4,3,3,2,4,4,3.2,5,4,5,4,4,4.4,3.88,3,4,3,4,3.5,4,4,5,3,4,3,3,5,4,3.75,NA,NA,NA,NA,NA,"Other",NA,"female","biracial","Yes",1,"Yes","Yes"
"236",236,"Fall 2021","Major","BIOL1610","Pre",5,5,5,4,3,4.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.4,1,2,1,1,1,1.2,1,1,1,1,1,1,1.12,4,4,5,4,4.25,5,5,6,5,5.25,5,5,5,5,5,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","white","No",0,"No","No"
"237",237,"Fall 2021","Major","BIOL1610","Pre",1,5,5,4,3,3.6,4,4,4,5,5,4.4,5,5,3,4,4,4.2,2,2,2,4,4,2.8,4,4,4,4,3,3.8,4,4,4,4,3,3.8,3.8,1,1,1,2,1.25,5,4,5,5,4.75,3,6,4,4,4.25,NA,NA,NA,NA,NA,"Computer_sci","engineer","male","white","Yes",0,"No","No"
"238",238,"Fall 2021","Major","BIOL1610","Pre",1,3,1,4,3,2.4,5,5,5,5,5,5,4,3,4,4,4,3.8,5,3,4,4,4,4,2,4,3,3,3,3,5,5,5,5,4,4.8,4.12,3,4,3,4,3.5,6,6,6,5,5.75,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","latinx","No",0,"No","No"
"239",239,"Fall 2021","Non-Major","BIOL1010","Pre",2,3,3,3,3,2.8,4,4,4,4,4,4,3,2,3,3,4,3,3,2,2,3,3,2.6,4,4,4,4,4,4,4,4,4,4,2,3.6,3.44,3,4,3,3,3.25,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Computer_sci","technician","male","white","Yes",0,NA,"No"
"240",240,"Fall 2021","Major","BIOL1610","Pre",5,4,4,4,4,4.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","medical_doctor","female","white","Yes",0,"No","No"
"241",241,"Fall 2021","Major","BIOL1610","Pre",2,2,3,2,3,2.4,4,4,5,4,4,4.2,4,4,3,3,3,3.4,4,5,4,3,3,3.8,4,4,4,4,4,4,5,5,5,5,5,5,4.08,3,1,1,1,1.5,4,6,6,6,5.5,3,4,5,5,4.25,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"242",242,"Fall 2021","Major","BIOL1610","Pre",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4.6,5,5,5,5,5,5,5,5,5,5,4,4.8,4.88,5,3,4,5,4.25,6,6,6,6,6,5,5,5,6,5.25,NA,NA,NA,NA,NA,"Biology",NA,"male","white","No",0,"Yes","No"
"243",243,"Fall 2021","Major","BIOL1610","Pre",4,4,2,4,4,3.6,4,4,4,4,5,4.2,4,4,4,4,4,4,3,4,4,2,3,3.2,4,4,4,5,5,4.4,5,5,5,5,4,4.8,4.12,2,3,3,2,2.5,4,5,4,5,4.5,5,6,6,4,5.25,NA,NA,NA,NA,NA,"Biology","researcher","male","white","Yes",0,"No","No"
"244",244,"Fall 2021","Major","BIOL1610","Pre",5,4,4,4,4,4.2,5,5,5,4,4,4.6,5,4,5,5,5,4.8,5,5,4,4,3,4.2,4,5,4,5,5,4.6,5,5,5,5,5,5,4.64,4,3,3,5,3.75,5,6,6,6,5.75,4,5,5,5,4.75,NA,NA,NA,NA,NA,"Other","dentist","male","white","Yes",0,"No","No"
"245",245,"Fall 2021","Major","BIOL1610","Pre",1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","white","Yes",0,"No","No"
"246",246,"Fall 2021","Major","BIOL1610","Pre",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","white","Yes",0,"No","No"
"247",247,"Fall 2021","Major","BIOL1610","Pre",5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.8,5,5,5,5,5,6,5,5,5,5.25,5,5,4,3,4.25,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","white","Yes",0,"No","No"
"248",248,"Spring 2022","Non-Major","BIOL1010","Pre",4,5,5,4,3,4.2,4,5,5,5,5,4.8,5,5,3,5,5,4.6,4,4,4,4,3,3.8,4,5,4,5,5,4.6,4,4,3,4,3,3.6,4.28,4,4,4,4,4,5,3,5,4,4.25,5,6,6,4,5.25,NA,NA,NA,NA,NA,"Engineering","engineer","male","white","Yes",0,"No","No"
"249",249,"Fall 2021","Non-Major","BIOL1010","Pre",3,3,2,1,2,2.2,4,4,4,5,3,4,5,5,3,4,5,4.4,3,3,4,3,4,3.4,4,2,3,4,4,3.4,3,3,4,3,5,3.6,3.76,3,4,2,4,3.25,6,4,5,4,4.75,6,7,6,7,6.5,NA,NA,NA,NA,NA,"Non_STEM","non_stem","male","white","No",0,"No","No"
"250",250,"Fall 2021","Major","BIOL1610","Pre",5,4,4,3,3,3.8,5,5,5,5,5,5,5,5,4,5,5,4.8,5,4,4,4,4,4.2,4,5,4,4,4,4.2,5,5,5,5,4,4.8,4.6,3,NA,3,1,2.33333333333333,6,4,5,5,5,6,6,6,5,5.75,NA,NA,NA,NA,NA,"Biology",NA,"female","white","Yes",0,"No","No"
"251",251,"Fall 2021","Major","BIOL1610","Pre",4,4,4,4,4,4,1,1,1,1,2,1.2,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,4,4.6,3.96,2,3,3,2,2.5,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci",NA,"male","white","Yes",0,"No","No"
"252",252,"Spring 2022","Non-Major","BIOL1010","Pre",2,5,3,4,3,3.4,4,4,4,5,3,4,5,5,4,4,5,4.6,1,2,4,4,3,2.8,4,3,3,4,5,3.8,2,2,2,2,2,2,3.44,4,4,2,3,3.25,4,2,3,3,3,4,6,5,4,4.75,NA,NA,NA,NA,NA,"Non_STEM",NA,"male","white","Yes",0,"No","No"
"253",253,"Fall 2021","Major","BIOL1610","Pre",3,3,3,3,3,3,5,5,5,4,4,4.6,4,4,4,3,4,3.8,4,4,4,3,4,3.8,4,5,4,3,4,4,5,5,5,5,5,5,4.24,2,2,2,3,2.25,5,5,6,6,5.5,5,5,5,5,5,NA,NA,NA,NA,NA,"Biology","health_care_pro","female","white","Yes",0,"No","No"
"254",254,"Fall 2021","Major","BIOL1610","Pre",5,5,4,4,3,4.2,1,1,1,1,1,1,5,5,5,4,4,4.6,4,4,4,4,4,4,4,5,4,5,5,4.6,5,5,5,5,5,5,3.84,4,3,3,4,3.5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","prefer_not_answer","Yes",0,"No","No"
"255",255,"Fall 2021","Major","BIOL1610","Pre",3,4,4,4,3,3.6,2,1,2,1,2,1.6,1,1,2,3,2,1.8,2,2,2,2,2,2,4,5,4,5,5,4.6,4,2,4,4,4,3.6,2.72,4,3,2,2,2.75,1,2,1,2,1.5,2,4,4,4,3.5,NA,NA,NA,NA,NA,"Computer_sci",NA,"male","white","Yes",0,"No","No"
"256",256,"Fall 2021","Major","BIOL1610","Pre",5,5,4,4,4,4.4,5,5,5,5,5,5,5,5,4,5,5,4.8,5,5,4,4,5,4.6,5,5,5,4,5,4.8,5,5,5,5,3,4.6,4.76,5,4,3,5,4.25,6,5,6,6,5.75,5,6,6,6,5.75,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"257",257,"Fall 2021","Major","BIOL1610","Pre",2,4,4,4,4,3.6,5,5,5,5,5,5,4,4,5,5,4,4.4,5,5,5,5,5,5,4,5,5,5,5,4.8,5,5,5,5,5,5,4.84,2,2,2,1,1.75,5,6,6,6,5.75,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci",NA,"female","white","Yes",0,"Yes","No"
"258",258,"Summer 2021","Major","BIOL1610","Pre",4,4,3,4,3,3.6,5,5,5,5,NA,5,4,4,4,4,5,4.2,4,5,4,4,4,4.2,4,5,5,5,5,4.8,5,5,5,5,4,4.8,4.6,4,5,3,4,4,6,6,6,6,6,6,6,6,6,6,5,5,5,4,4.75,"Biology","health_care_pro","female","white","No",4,"No","No"
"259",259,"Fall 2021","Major","BIOL1610","Pre",3,3,5,3,3,3.4,4,5,4,5,5,4.6,5,4,5,5,5,4.8,5,4,5,5,3,4.4,4,5,4,5,5,4.6,5,4,4,5,3,4.2,4.52,4,3,3,5,3.75,6,6,6,6,6,5,5,5,5,5,NA,NA,NA,NA,NA,"Health_sci",NA,"male","other","Yes",0,"Yes","No"
"260",260,"Fall 2021","Non-Major","BIOL1010","Pre",2,3,2,2,3,2.4,2,2,2,2,3,2.2,4,4,3,3,4,3.6,2,4,4,2,2,2.8,4,4,4,3,5,4,4,4,4,4,3,3.8,3.28,3,2,2,2,2.25,6,6,6,6,6,6,7,7,7,6.75,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"261",261,"Spring 2022","Non-Major","BIOL1010","Pre",3,4,4,3,3,3.4,4,4,4,4,4,4,4,5,4,4,5,4.4,5,4,4,4,4,4.2,4,4,4,4,4,4,4,4,4,4,4,4,4.12,4,5,5,5,4.75,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,"Earth_sci",NA,"female","white","No",0,"Yes","Yes"
"262",262,"Spring 2022","Non-Major","BIOL1010","Pre",2,3,1,4,3,2.6,4,4,3,4,3,3.6,4,3,4,3,3,3.4,4,4,3,3,4,3.6,2,3,2,3,3,2.6,5,4,5,5,3,4.4,3.52,4,4,3,3,3.5,6,5,6,6,5.75,6,4,4,4,4.5,NA,NA,NA,NA,NA,"Other","educator","male",NA,"No",0,"No","No"
"263",263,"Fall 2021","Major","BIOL1610","Pre",4,3,4,3,4,3.6,5,5,5,5,5,5,4,4,2,2,2,2.8,4,4,3,3,3,3.4,4,5,4,4,4,4.2,5,5,5,5,4,4.8,4.04,3,1,1,1,1.5,4,4,6,6,5,4,3,2,3,3,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"264",264,"Fall 2021","Major","BIOL1610","Pre",3,4,3,4,3,3.4,5,5,5,4,5,4.8,4,5,3,3,4,3.8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.72,4,4,5,5,4.5,6,6,6,6,6,5,5,5,5,5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","male","white","Yes",0,"No","No"
"265",265,"Spring 2022","Non-Major","BIOL1010","Pre",3,2,2,2,3,2.4,3,2,3,4,2,2.8,4,4,3,4,4,3.8,4,4,4,3,4,3.8,5,5,4,4,4,4.4,5,3,5,5,5,4.6,3.88,2,2,2,3,2.25,6,6,6,6,6,5,6,5,5,5.25,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"266",266,"Summer 2021","Major","BIOL1610","Pre",4,4,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4.4,4,5,4,5,4,4.4,5,5,5,5,2,4.4,4.64,3,4,4,5,4,5,6,6,6,5.75,6,5,6,6,5.75,5,5,4,4,4.5,"Health_sci","medical_doctor","male","white","No",0,"Yes","No"
"267",267,"Fall 2021","Major","BIOL1610","Pre",4,2,2,3,3,2.8,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4.4,4,5,4,5,5,4.6,5,5,5,5,4,4.8,4.76,4,2,4,5,3.75,6,5,6,5,5.5,6,5,5,4,5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","male","white","Yes",0,"No","No"
"268",268,"Fall 2021","Major","BIOL1610","Pre",4,4,2,3,3,3.2,4,4,4,4,4,4,3,3,3,3,4,3.2,4,4,5,4,4,4.2,4,4,4,4,4,4,5,5,5,5,5,5,4.08,2,2,2,4,2.5,5,5,5,5,5,4,3,3,3,3.25,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","male","white","Yes",0,"No","No"
"269",269,"Fall 2021","Major","BIOL1610","Pre",3,4,2,3,3,3,1,1,1,1,1,1,5,5,5,3,4,4.4,2,2,3,2,2,2.2,4,4,2,4,4,3.6,4,4,4,4,3,3.8,3,2,1,3,3,2.25,4,5,6,6,5.25,3,6,6,6,5.25,NA,NA,NA,NA,NA,"Other",NA,"female","white","Yes",0,"No","No"
"270",270,"Summer 2021","Major","BIOL1610","Pre",3,2,1,2,2,2,5,5,5,5,5,5,5,5,4,4,4,4.4,5,5,5,4,5,4.8,5,5,5,5,5,5,5,5,5,5,5,5,4.84,4,2,2,2,2.5,4,6,6,6,5.5,5,5,5,5,5,3,5,5,3,4,"Health_sci","health_care_pro","female","white","No",4,"Yes","No"
"271",271,"Fall 2021","Major","BIOL1610","Pre",3,3,3,3,3,3,2,2,2,3,3,2.4,4,4,4,3,3,3.6,4,5,4,4,4,4.2,5,5,4,5,5,4.8,5,5,5,5,4,4.8,3.96,4,4,4,3,3.75,4,6,6,6,5.5,6,6,6,6,6,NA,NA,NA,NA,NA,"Biology","dentist","female","white","Yes",0,"No","No"
"272",272,"Fall 2021","Major","BIOL1610","Pre",2,3,2,3,3,2.6,1,1,1,1,1,1,4,3,4,3,3,3.4,4,4,3,3,3,3.4,5,5,5,5,5,5,5,5,5,5,5,5,3.56,3,2,2,2,2.25,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"273",273,"Fall 2021","Non-Major","BIOL1010","Pre",3,4,3,3,3,3.2,4,4,4,5,4,4.2,4,4,2,3,4,3.4,3,3,3,2,2,2.6,5,5,5,5,4,4.8,4,5,4,4,4,4.2,3.84,4,4,3,4,3.75,5,6,6,7,6,6,7,6,5,6,NA,NA,NA,NA,NA,"Computer_sci","technician","male","white","Yes",0,"No","No"
"274",274,"Fall 2021","Non-Major","BIOL1010","Pre",2,2,4,2,4,2.8,4,4,4,5,4,4.2,4,4,5,4,4,4.2,4,4,4,4,4,4,4,5,4,4,4,4.2,5,5,5,5,4,4.8,4.28,2,1,4,4,2.75,6,6,7,6,6.25,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"275",275,"Fall 2021","Major","BIOL1610","Pre",3,3,2,1,2,2.2,4,4,4,3,4,3.8,4,4,3,3,4,3.6,3,3,3,2,3,2.8,4,5,4,4,4,4.2,5,5,5,5,3,4.6,3.8,3,2,2,2,2.25,5,6,6,6,5.75,4,4,3,3,3.5,NA,NA,NA,NA,NA,"Health_sci","medical_doctor","male","white","Yes",0,"No","No"
"276",276,"Spring 2022","Non-Major","BIOL1010","Pre",3,2,2,2,3,2.4,4,5,5,4,5,4.6,4,4,4,3,4,3.8,4,4,3,3,3,3.4,3,4,2,4,4,3.4,3,4,4,5,2,3.6,3.76,2,2,2,3,2.25,5,5,6,5,5.25,5,6,4,4,4.75,NA,NA,NA,NA,NA,"Computer_sci",NA,"male","white","Yes",0,"No","No"
"277",277,"Fall 2021","Major","BIOL1610","Pre",4,4,5,4,4,4.2,5,5,5,4,5,4.8,5,5,5,5,5,5,4,4,4,3,4,3.8,4,4,4,4,5,4.2,5,5,5,5,5,5,4.56,3,3,4,4,3.5,5,5,5,6,5.25,5,6,6,6,5.75,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","white","Yes",0,"No","No"
"278",278,"Fall 2021","Major","BIOL1610","Pre",5,4,4,4,5,4.4,5,5,5,5,4,4.8,5,5,4,4,5,4.6,2,2,2,2,2,2,4,5,4,5,5,4.6,4,4,5,5,5,4.6,4.12,4,1,4,4,3.25,4,5,6,5,5,2,4,5,4,3.75,NA,NA,NA,NA,NA,"Biology","medical_doctor","male","white","Yes",0,"No","No"
"279",279,"Fall 2021","Major","BIOL1610","Pre",4,3,2,2,3,2.8,5,5,4,4,5,4.6,4,5,2,4,4,3.8,4,2,4,3,2,3,5,5,5,5,5,5,5,5,5,5,4,4.8,4.24,3,4,4,3,3.5,5,5,6,6,5.5,6,5,5,5,5.25,NA,NA,NA,NA,NA,"Biology","dentist","male","white","No",0,"No","No"
"280",280,"Fall 2021","Non-Major","BIOL1010","Pre",3,2,3,1,2,2.2,4,4,4,5,5,4.4,5,5,5,5,4,4.8,3,3,4,3,3,3.2,3,4,3,4,5,3.8,4,4,4,4,3,3.8,4,3,3,3,4,3.25,6,6,7,6,6.25,6,6,6,7,6.25,NA,NA,NA,NA,NA,"Health_sci",NA,"male","latinx","Yes",0,"No","No"
"281",281,"Fall 2021","Major","BIOL1610","Pre",2,4,2,3,3,2.8,5,5,5,5,5,5,4,4,5,4,3,4,4,4,4,3,4,3.8,4,4,4,5,3,4,5,5,5,5,3,4.6,4.28,2,4,4,4,3.5,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,"Other",NA,"male","white","Yes",0,"No","No"
"282",282,"Fall 2021","Non-Major","BIOL1010","Pre",NA,NA,NA,NA,NA,NA,3,3,3,3,4,3.2,3,4,3,5,2,3.4,2,3,3,1,3,2.4,3,1,2,5,1,2.4,5,3,5,5,3,4.2,3.12,10,8,8,7,8.25,6,7,7,7,6.75,7,7,7,7,7,NA,NA,NA,NA,NA,"Computer_sci",NA,"female","latinx","No",0,"Yes",NA
"283",283,"Fall 2021","Major","BIOL1610","Pre",4,4,3,4,4,3.8,2,1,2,1,1,1.4,2,1,2,2,2,1.8,2,2,2,2,2,2,2,1,1,1,1,1.2,1,1,1,1,3,1.4,1.56,3,3,3,4,3.25,5,4,5,6,5,4,4,4,4,4,NA,NA,NA,NA,NA,"Health_sci","dentist","female","white","No",0,"No","No"
"284",284,"Fall 2021","Major","BIOL1610","Pre",3,3,2,2,2,2.4,5,5,4,5,5,4.8,4,4,4,4,4,4,2,2,2,2,2,2,2,4,3,4,4,3.4,4,4,3,4,3,3.6,3.56,4,4,4,2,3.5,5,6,6,5,5.5,4,5,6,5,5,NA,NA,NA,NA,NA,"Health_sci","health_care_pro","female","white","Yes",0,"No","No"
"285",285,"Fall 2021","Non-Major","BIOL1010","Pre",4,4,4,1,3,3.2,4,4,3,4,4,3.8,4,4,4,4,4,4,3,3,3,4,3,3.2,4,3,4,4,4,3.8,4,4,4,5,5,4.4,3.84,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,"Other","health_care_pro","male","white","No",0,"No","No"
"286",286,"Spring 2022","Non-Major","BIOL1010","Pre",3,4,3,4,3,3.4,3,4,4,3,2,3.2,4,5,5,4,4,4.4,4,4,5,4,5,4.4,4,5,4,4,5,4.4,4,5,5,4,4,4.4,4.16,3,4,4,4,3.75,5,6,5,5,5.25,5,6,5,5,5.25,NA,NA,NA,NA,NA,"Other",NA,"male","latinx","No",0,"No","No"
